ticker,name,sentiment,opinion,tweet,url
AAPL,Apple Inc.,0.4000000059604645,Apple Inc. 👍 $AAPL,Apple passed Microsoft this week to reclaim its position as the Largest Company in the World. $AAPL https://t.co/rUsMLW9wDB,https://twitter.com/charliebilello/status/1183021730509529088
MSFT,Microsoft,0.4000000059604645,Microsoft 👍 $MSFT,Apple passed Microsoft this week to reclaim its position as the Largest Company in the World. $AAPL https://t.co/rUsMLW9wDB,https://twitter.com/charliebilello/status/1183021730509529088
